Sample	No	Stn	Individual	Initial depth	Final Depth	Year	Date	Long	Lat	Size	RFLP_diagnostic	Msat_diagnostic	Combined_diagnostic	EL696609	EL696609	EL585922	EL585922	EH666870	EH666870	EL773519	EL773519	EH666474	EH666474	EL773359	EL773359	FK868270	FK868270	FG632811	FG632811	FK670364	FK670364	FK867682	FK867682
Ech13	629	TDC-6	39	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	122	130	163	163	141	144	191	191	130	133	124	124	238	238	247	247	285	285	170	170
Ech13	630	TDC-6	40	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	116	116	163	166	138	144	191	191	133	133	124	133	238	238	247	247	291	291	168	168
Ech13	631	TDC-6	41	256	0	2008	2020-06-08	-59.3	47.6	2.4	F	F	F	118	120	163	163	138	141	191	191	133	133	124	127	238	238	247	247	288	288	170	170
Ech13	632	TDC-6	42	256	0	2008	2020-06-08	-59.3	47.6	2.3	F	F	F	118	122	163	163	141	141	191	191	133	133	130	136	238	238	247	250	288	288	168	170
Ech13	633	TDC-6	43	256	0	2008	2020-06-08	-59.3	47.6	3.1	G	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	294	170	170
Ech13	634	TDC-6	44	256	0	2008	2020-06-08	-59.3	47.6	3.1	F	H	H	114	114	163	163	135	141	191	191	133	133	133	133	238	241	247	247	285	294	170	170
Ech13	635	TDC-6	45	256	0	2008	2020-06-08	-59.3	47.6	2.8	F	F	F	116	120	163	163	141	141	191	197	133	133	121	127	238	238	247	247	288	291	168	170
Ech13	636	TDC-6	46	256	0	2008	2020-06-08	-59.3	47.6	2.7	F	H	H	110	114	163	163	135	141	191	197	133	133	133	133	238	241	244	247	291	303	170	170
Ech13	637	TDC-6	47	256	0	2008	2020-06-08	-59.3	47.6	3.3	F	H	H	114	118	163	163	135	141	191	197	133	133	133	136	238	241	244	247	282	297	170	170
Ech13	638	TDC-6	48	256	0	2008	2020-06-08	-59.3	47.6	3.4	G	H	H	118	126	163	163	135	141	191	191	133	133	133	136	238	238	247	247	285	294	170	170
Ech14	639	MAB 75-2	1	NA	NA	2010	28-mai-10	-73.1	38.8	2.4	F	H	H	118	118	163	163	138	138	191	191	133	133	124	133	238	238	247	247	285	291	168	168
Ech14	640	MAB 75-2	2	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	120	163	163	141	141	191	191	136	136	136	136	238	241	247	247	288	288	170	170
Ech14	641	MAB 75-2	3	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	120	163	163	138	141	191	191	133	133	124	127	238	238	247	247	282	282	170	170
Ech14	642	MAB 75-2	4	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	122	122	163	163	141	144	191	191	133	133	124	124	238	238	247	247	291	291	170	170
Ech14	643	MAB 75-2	5	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	120	163	166	135	141	191	194	133	133	133	133	238	238	247	247	291	291	170	170
Ech14	644	MAB 75-2	6	NA	NA	2010	28-mai-10	-73.1	38.8	2.4	F	H	H	118	118	163	163	141	141	191	191	133	133	130	130	238	238	247	247	285	288	170	170
Ech14	645	MAB 75-2	7	NA	NA	2010	28-mai-10	-73.1	38.8	2	F	F	F	126	126	163	163	141	141	191	191	133	133	133	136	238	238	247	247	288	288	168	170
Ech14	646	MAB 75-2	8	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	120	163	163	141	141	191	191	133	133	124	124	238	238	247	253	285	291	170	170
Ech14	647	MAB 75-2	9	NA	NA	2010	28-mai-10	-73.1	38.8	2.4	F	F	F	120	124	163	163	138	141	188	194	133	133	127	127	238	238	247	247	282	282	170	170
Ech14	648	MAB 75-2	10	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	120	126	163	163	138	141	191	191	133	136	127	127	238	241	247	247	288	288	168	168
Ech14	649	MAB 75-2	11	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	122	163	163	141	141	191	191	133	133	124	130	238	238	247	247	288	288	170	170
Ech14	650	MAB 75-2	12	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	116	118	163	163	141	141	191	191	130	130	124	133	238	241	247	247	282	282	170	170
Ech14	651	MAB 75-2	13	NA	NA	2010	28-mai-10	-73.1	38.8	2.6	F	F	F	120	120	163	163	141	144	191	191	133	133	124	133	238	238	247	247	288	294	168	170
Ech14	652	MAB 75-2	14	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	118	163	163	141	141	191	191	133	133	124	133	238	238	247	247	282	282	170	170
Ech14	653	MAB 75-2	15	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	120	120	163	166	141	141	191	191	133	133	124	133	238	238	247	247	282	282	170	170
Ech14	654	MAB 75-2	16	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	118	126	163	163	138	138	191	194	136	136	130	133	238	241	247	247	288	288	168	168
Ech14	655	MAB 75-2	17	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	116	118	163	163	141	144	191	191	133	136	124	130	238	241	247	247	282	282	170	170
Ech14	656	MAB 75-2	18	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	122	163	163	138	141	182	191	136	136	133	133	238	241	247	247	294	294	170	170
Ech14	657	MAB 75-2	19	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	118	126	163	163	141	141	191	191	133	133	124	130	238	238	244	244	288	288	168	170
Ech14	658	MAB 75-2	20	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	118	120	163	163	141	141	191	191	133	133	127	133	238	238	247	247	288	291	168	168
Ech14	659	MAB 75-2	21	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	116	116	163	166	141	141	191	191	133	136	133	133	241	241	247	247	288	288	168	170
Ech14	660	MAB 75-2	22	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	114	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	282	282	170	170
Ech14	661	MAB 75-2	23	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	122	163	166	141	141	191	191	133	133	130	136	238	238	247	247	291	297	170	170
Ech14	662	MAB 75-2	24	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	116	116	157	163	141	141	191	191	139	139	124	133	238	244	250	250	291	291	170	170
Ech14	663	MAB 75-2	25	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	116	130	163	163	138	138	188	188	133	133	124	130	238	238	247	247	288	288	170	170
Ech14	664	MAB 75-2	26	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	126	163	163	141	141	191	194	136	136	136	136	238	241	247	247	294	297	170	170
Ech14	665	MAB 75-2	27	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	120	120	163	163	141	141	191	191	133	133	124	130	238	238	247	250	288	288	168	170
Ech14	666	MAB 75-2	28	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	118	163	163	138	141	191	191	133	133	133	133	238	238	247	247	291	303	170	170
Ech14	667	MAB 75-2	29	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	120	124	163	166	138	141	191	191	133	148	130	130	0	0	247	247	282	282	170	170
Ech14	668	MAB 75-2	30	NA	NA	2010	28-mai-10	-73.1	38.8	2.4	F	F	F	118	118	163	163	138	141	191	191	133	133	130	130	238	238	247	247	282	282	170	170
Ech14	669	MAB 75-2	31	NA	NA	2010	28-mai-10	-73.1	38.8	2.6	F	F	F	118	120	163	163	138	141	191	191	133	133	121	157	238	238	244	247	288	294	168	168
Ech14	670	MAB 75-2	32	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	118	118	163	163	138	141	191	191	133	136	124	133	238	241	247	247	288	288	168	168
Ech14	671	MAB 75-2	33	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	118	122	163	163	141	141	191	191	136	136	124	130	238	241	247	247	288	300	170	170
Ech14	672	MAB 75-2	34	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	130	163	163	138	141	191	191	133	136	133	133	238	241	247	247	300	300	168	168
Ech14	673	MAB 75-2	35	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	120	163	163	141	141	191	191	133	133	124	127	238	238	247	247	288	288	168	168
Ech14	674	MAB 75-2	36	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	120	163	166	141	141	191	191	136	136	133	133	238	241	247	247	288	288	168	170
Ech14	675	MAB 75-2	37	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	116	120	163	163	141	141	191	191	133	136	133	136	238	241	247	247	297	297	170	170
Ech14	676	MAB 75-2	38	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	116	116	163	163	138	141	191	191	133	133	124	133	238	238	247	247	288	288	170	170
Ech14	677	MAB 75-2	39	NA	NA	2010	28-mai-10	-73.1	38.8	2	F	F	F	118	118	163	163	141	141	191	191	136	136	127	130	238	238	244	247	288	288	170	170
Ech14	678	MAB 75-2	40	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	120	163	163	138	141	188	188	133	136	124	133	241	241	247	247	291	291	168	170
Ech14	679	MAB 75-2	41	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	118	120	163	163	138	141	191	191	133	136	130	133	238	241	247	247	288	294	170	170
Ech14	680	MAB 75-2	42	NA	NA	2010	28-mai-10	-73.1	38.8	2.5	F	F	F	120	122	163	163	141	144	191	191	133	133	127	127	238	238	247	247	288	288	170	170
Ech14	681	MAB 75-2	43	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	120	163	163	135	141	191	191	133	133	124	124	238	238	247	247	288	288	170	170
Ech14	682	MAB 75-2	44	NA	NA	2010	28-mai-10	-73.1	38.8	2.2	F	F	F	118	118	163	163	138	141	191	191	133	136	124	133	238	241	247	247	300	300	170	170
Ech14	683	MAB 75-2	45	NA	NA	2010	28-mai-10	-73.1	38.8	2.1	F	F	F	118	118	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	294	172	172
Ech14	684	MAB 75-2	46	NA	NA	2010	28-mai-10	-73.1	38.8	2.3	F	F	F	116	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	291	294	170	170
