Sample	No	Stn	Individual	Initial depth	Final Depth	Year	Date	Long	Lat	Size	RFLP_diagnostic	Msat_diagnostic	Combined_diagnostic	EL696609	EL696609	EL585922	EL585922	EH666870	EH666870	EL773519	EL773519	EH666474	EH666474	EL773359	EL773359	FK868270	FK868270	FG632811	FG632811	FK670364	FK670364	FK867682	FK867682
Ech6	312	Riki-01	27	100	0	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	120	120	163	163	141	147	191	194	133	133	133	133	238	238	247	247	0	0	168	170
Ech6	313	Riki-01	30	320	100	2008	2016-09-08	-68.6	48.7	4.4	G	F	H	118	126	163	163	141	141	191	197	133	133	127	133	244	244	247	247	282	282	168	168
Ech6	314	Riki-01	32	320	100	2008	2016-09-08	-68.6	48.7	3.7	G	G	G	114	114	163	163	135	135	191	191	133	133	124	133	238	238	244	247	288	291	170	170
Ech6	315	Riki-01	34	320	100	2008	2016-09-08	-68.6	48.7	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	170	170
Ech6	316	Riki-01	35	320	100	2008	2016-09-08	-68.6	48.7	2.9	F	F	F	120	120	163	163	138	141	191	191	133	133	127	133	235	235	247	247	288	303	168	170
Ech6	317	Riki-01	36	320	100	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	118	118	163	163	141	141	191	191	133	133	127	130	241	241	247	247	288	288	168	170
Ech6	318	Riki-01	37	320	100	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	118	120	163	163	141	141	191	191	136	136	133	133	238	238	247	250	282	282	170	170
Ech6	319	Riki-01	38	320	100	2008	2016-09-08	-68.6	48.7	2.8	F	F	F	118	118	163	163	141	141	191	191	133	133	124	130	238	238	247	247	288	291	170	170
Ech6	320	Riki-01	39	320	100	2008	2016-09-08	-68.6	48.7	2.3	F	F	F	120	120	163	163	141	144	191	191	136	136	127	127	241	241	247	247	291	294	170	170
Ech6	321	Riki-01	40	320	100	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	116	120	163	163	141	141	191	191	136	136	133	133	241	241	247	247	285	288	170	170
Ech6	322	Riki-01	41	320	100	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	120	163	163	141	141	191	191	133	133	133	133	238	238	247	247	282	282	168	168
Ech6	323	Riki-01	42	320	100	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	118	118	163	163	141	141	191	194	133	133	124	124	238	238	247	247	288	288	168	170
Ech6	324	Riki-01	43	320	100	2008	2016-09-08	-68.6	48.7	2.6	F	F	F	118	120	163	163	141	141	191	191	136	136	127	133	241	241	247	247	288	288	168	168
Ech6	325	Riki-01	44	320	100	2008	2016-09-08	-68.6	48.7	2.4	F	F	F	120	120	163	163	138	141	191	191	133	136	133	133	238	241	247	247	288	288	170	170
Ech6	326	Riki-01	45	320	100	2008	2016-09-08	-68.6	48.7	2.8	F	F	F	120	120	163	163	141	144	191	191	136	136	130	133	238	241	247	247	291	291	170	170
Ech6	327	Riki-01	46	320	100	2008	2016-09-08	-68.6	48.7	3.3	G	H	H	114	114	163	163	135	141	191	197	133	133	127	133	238	238	247	247	288	288	168	170
Ech6	328	Riki-01	47	320	100	2008	2016-09-08	-68.6	48.7	3.3	G	H	H	114	118	163	163	135	138	191	191	133	133	133	136	238	238	247	247	279	288	168	168
Ech6	329	Riki-01	48	320	100	2008	2016-09-08	-68.6	48.7	3.5	G	H	H	114	114	163	163	135	141	191	197	133	133	127	133	238	238	247	247	285	285	168	170
Ech6	330	Riki-01	49	320	100	2008	2016-09-08	-68.6	48.7	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	279	309	168	170
Ech6	331	Riki-01	50	320	100	2008	2016-09-08	-68.6	48.7	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	291	170	170
Ech7	332	SI-02	2	125	0	2008	15-juil-08	-55.5	53.3	2.8	F	H	H	114	114	163	163	141	141	191	191	133	133	133	133	238	238	247	247	279	288	168	170
Ech7	333	SI-02	3	125	0	2008	15-juil-08	-55.5	53.3	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	130	133	238	241	244	247	285	288	168	170
Ech7	334	SI-02	4	125	0	2008	15-juil-08	-55.5	53.3	2.8	F	F	F	118	120	163	163	138	141	191	191	133	133	124	133	238	238	247	247	291	291	170	170
Ech7	335	SI-02	5	125	0	2008	15-juil-08	-55.5	53.3	2.8	F	H	H	114	118	163	163	141	141	191	191	133	133	133	133	238	238	247	247	285	285	168	168
Ech7	336	SI-02	6	125	0	2008	15-juil-08	-55.5	53.3	2.9	F	H	H	114	118	163	163	141	141	191	191	133	133	133	133	238	238	247	247	279	288	168	168
Ech7	337	SI-02	7	125	0	2008	15-juil-08	-55.5	53.3	2.9	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	279	288	168	170
Ech7	338	SI-02	8	125	0	2008	15-juil-08	-55.5	53.3	3	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	288	168	168
Ech7	339	SI-02	9	125	0	2008	15-juil-08	-55.5	53.3	2.9	G	G	G	118	120	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech7	340	SI-02	10	125	0	2008	15-juil-08	-55.5	53.3	2.3	F	F	F	120	120	163	163	138	141	191	191	133	133	133	133	238	238	247	247	288	300	168	170
Ech7	341	SI-02	11	125	0	2008	15-juil-08	-55.5	53.3	3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	244	247	294	294	168	170
Ech7	342	SI-02	13	125	0	2008	15-juil-08	-55.5	53.3	2.4	F	F	F	118	118	163	163	126	138	191	191	133	133	124	133	238	238	247	247	291	303	168	170
Ech7	343	SI-02	14	125	0	2008	15-juil-08	-55.5	53.3	3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	285	168	170
Ech7	344	SI-02	15	125	0	2008	15-juil-08	-55.5	53.3	2.8	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	345	SI-02	16	125	0	2008	15-juil-08	-55.5	53.3	2.7	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech7	346	SI-02	17	125	0	2008	15-juil-08	-55.5	53.3	2.6	F	F	F	116	116	163	163	141	141	188	188	133	133	124	127	238	238	247	247	288	288	170	170
Ech7	347	SI-02	18	125	0	2008	15-juil-08	-55.5	53.3	2.7	F	F	F	118	118	163	163	141	141	191	191	133	133	124	124	238	238	247	247	294	294	168	170
Ech7	348	SI-02	19	125	0	2008	15-juil-08	-55.5	53.3	2.8	G	G	G	118	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	285	291	168	170
Ech7	349	SI-02	20	125	0	2008	15-juil-08	-55.5	53.3	3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	244	244	282	291	168	170
Ech7	350	SI-02	21	125	0	2008	15-juil-08	-55.5	53.3	2.8	F	H	H	116	118	163	163	135	138	191	191	133	133	130	133	238	238	247	250	291	291	168	170
Ech7	351	SI-02	22	125	0	2008	15-juil-08	-55.5	53.3	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	297	297	168	170
Ech7	352	SI-02	23	125	0	2008	15-juil-08	-55.5	53.3	2.7	G	G	G	110	114	163	163	135	135	191	200	133	133	133	133	238	238	247	247	285	285	168	170
Ech7	353	SI-02	25	125	0	2008	15-juil-08	-55.5	53.3	3.7	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	354	SI-02	26	125	0	2008	15-juil-08	-55.5	53.3	3.3	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	355	SI-02	27	125	0	2008	15-juil-08	-55.5	53.3	3.5	F	G	H	114	118	163	163	135	135	191	191	133	133	121	133	238	238	247	247	285	288	168	168
Ech7	356	SI-02	28	125	0	2008	15-juil-08	-55.5	53.3	3.5	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	294	168	170
Ech7	357	SI-02	29	125	0	2008	15-juil-08	-55.5	53.3	3.2	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	358	SI-02	30	125	0	2008	15-juil-08	-55.5	53.3	3.4	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	288	168	170
Ech7	359	SI-02	31	125	0	2008	15-juil-08	-55.5	53.3	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	291	168	170
Ech7	360	SI-02	32	125	0	2008	15-juil-08	-55.5	53.3	3.4	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech7	361	SI-02	33	125	0	2008	15-juil-08	-55.5	53.3	3.1	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	285	168	170
Ech7	362	SI-02	34	125	0	2008	15-juil-08	-55.5	53.3	3.1	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	285	288	170	170
Ech7	363	SI-02	35	125	0	2008	15-juil-08	-55.5	53.3	3.4	G	H	H	118	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	276	285	170	170
Ech7	364	SI-02	36	125	0	2008	15-juil-08	-55.5	53.3	3.6	F	H	H	110	114	163	163	135	141	191	191	133	133	136	139	238	238	244	244	288	291	170	170
Ech7	365	SI-02	37	125	0	2008	15-juil-08	-55.5	53.3	3.7	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	366	SI-02	38	125	0	2008	15-juil-08	-55.5	53.3	2.4	F	G	H	114	118	163	163	126	135	191	191	133	133	133	133	238	238	247	247	285	288	168	168
Ech7	367	SI-02	39	125	0	2008	15-juil-08	-55.5	53.3	3.1	F	G	H	110	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech7	368	SI-02	40	125	0	2008	15-juil-08	-55.5	53.3	3	F	G	H	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	288	168	170
Ech7	369	SI-02	41	125	0	2008	15-juil-08	-55.5	53.3	2.8	F	F	F	118	120	163	163	138	141	191	191	133	133	133	136	238	238	247	250	288	300	168	170
Ech7	370	SI-02	42	125	0	2008	15-juil-08	-55.5	53.3	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech7	371	SI-02	43	125	0	2008	15-juil-08	-55.5	53.3	2.9	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	244	288	288	168	170
Ech7	372	SI-02	44	125	0	2008	15-juil-08	-55.5	53.3	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	282	285	168	170
Ech7	373	SI-02	45	125	0	2008	15-juil-08	-55.5	53.3	2.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	288	168	170
Ech7	374	SI-02	46	125	0	2008	15-juil-08	-55.5	53.3	2.8	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	288	168	170
Ech7	375	SI-02	47	125	0	2008	15-juil-08	-55.5	53.3	3.3	F	H	H	110	110	163	163	135	141	191	197	130	133	124	133	238	238	247	247	285	300	170	170
Ech8	376	SI-13	1	1000	0	2008	2016-07-08	-53	54.8	3.6	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	294	168	170
Ech8	377	SI-13	2	1000	0	2008	2016-07-08	-53	54.8	3.4	G	H	H	114	118	163	163	135	141	191	191	133	133	133	133	238	238	247	247	288	294	168	168
Ech8	378	SI-13	3	1000	0	2008	2016-07-08	-53	54.8	2.9	F	H	H	114	122	160	163	135	141	191	191	133	139	124	124	238	244	247	247	288	294	168	170
Ech8	379	SI-13	4	1000	0	2008	2016-07-08	-53	54.8	2.7	F	H	H	118	122	163	163	135	141	191	191	133	133	133	133	238	238	247	247	291	291	170	170
Ech8	380	SI-13	5	1000	0	2008	2016-07-08	-53	54.8	3.4	G	G	G	110	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	294	168	168
Ech8	381	SI-13	6	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	112	118	163	163	138	138	191	191	133	133	133	142	238	238	247	247	291	291	168	168
Ech8	382	SI-13	7	1000	0	2008	2016-07-08	-53	54.8	3.5	G	G	G	114	114	163	163	135	135	191	191	133	133	130	133	238	238	247	247	288	294	168	168
Ech8	383	SI-13	8	1000	0	2008	2016-07-08	-53	54.8	3.5	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	294	168	168
Ech8	384	SI-13	9	1000	0	2008	2016-07-08	-53	54.8	3.5	G	G	G	118	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	294	168	168
Ech8	385	SI-13	10	1000	0	2008	2016-07-08	-53	54.8	3.6	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	294	170	170
Ech8	386	SI-13	11	1000	0	2008	2016-07-08	-53	54.8	3	F	F	F	116	122	163	163	0	0	191	191	133	133	133	133	238	238	247	247	288	294	168	170
Ech8	387	SI-13	12	1000	0	2008	2016-07-08	-53	54.8	2.9	F	H	H	118	118	163	163	141	141	191	191	133	133	130	133	238	238	247	247	288	288	168	168
Ech8	388	SI-13	13	1000	0	2008	2016-07-08	-53	54.8	2.1	F	F	F	120	128	163	163	141	141	191	194	133	133	133	133	238	238	247	247	291	291	168	170
Ech8	389	SI-13	14	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	116	118	163	163	141	141	191	191	133	142	124	124	238	238	247	250	288	294	168	170
Ech8	390	SI-13	15	1000	0	2008	2016-07-08	-53	54.8	2.9	F	F	F	118	126	157	163	141	141	191	191	133	136	127	133	238	241	247	247	288	294	168	170
Ech8	391	SI-13	16	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	118	118	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	294	168	170
Ech8	392	SI-13	17	1000	0	2008	2016-07-08	-53	54.8	2.9	F	H	H	118	120	163	163	141	141	191	191	133	133	130	136	238	238	247	247	285	288	168	168
Ech8	393	SI-13	18	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	118	122	163	163	138	141	191	191	133	139	133	133	238	244	247	247	294	294	170	174
Ech8	394	SI-13	19	1000	0	2008	2016-07-08	-53	54.8	2.5	F	F	F	116	118	163	163	141	141	194	194	133	133	124	124	238	238	247	247	285	288	170	170
Ech8	395	SI-13	20	1000	0	2008	2016-07-08	-53	54.8	3	F	F	F	116	118	163	163	135	144	191	191	133	136	124	130	238	241	247	247	282	291	170	170
Ech8	396	SI-13	21	1000	0	2008	2016-07-08	-53	54.8	2.4	F	F	F	118	124	163	163	138	144	191	191	133	133	124	124	238	238	247	247	297	297	168	168
Ech8	397	SI-13	22	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	118	120	163	163	141	141	191	191	133	136	124	133	238	241	247	247	288	294	168	170
Ech8	398	SI-13	23	1000	0	2008	2016-07-08	-53	54.8	2.8	F	H	H	116	116	163	163	129	141	191	191	133	133	127	133	238	238	247	247	288	288	168	170
Ech8	399	SI-13	24	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	120	128	163	163	141	141	191	191	133	133	130	133	238	238	247	247	288	288	168	168
Ech8	400	SI-13	25	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	118	128	163	163	138	141	191	191	133	136	124	133	238	241	247	247	294	294	170	170
Ech8	401	SI-13	26	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	120	120	157	163	138	141	191	191	136	139	133	133	241	244	247	247	282	282	170	174
Ech8	402	SI-13	27	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	118	124	154	163	141	141	191	194	133	136	133	133	238	241	247	247	288	294	168	170
Ech8	403	SI-13	28	1000	0	2008	2016-07-08	-53	54.8	2.7	F	H	H	112	114	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	294	168	170
Ech8	404	SI-13	29	1000	0	2008	2016-07-08	-53	54.8	2.8	F	F	F	118	118	163	163	138	141	191	191	133	133	127	133	238	238	247	247	291	294	170	172
Ech8	405	SI-13	30	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	118	120	163	163	141	141	191	191	133	133	124	133	238	238	247	247	288	291	168	170
Ech8	406	SI-13	31	1000	0	2008	2016-07-08	-53	54.8	2.9	F	F	F	118	118	163	163	138	141	191	191	133	133	127	127	238	238	247	247	288	291	168	170
Ech8	407	SI-13	32	1000	0	2008	2016-07-08	-53	54.8	2.4	F	F	F	112	120	163	163	141	141	191	191	133	133	133	142	238	238	244	247	288	288	168	170
Ech8	408	SI-13	33	1000	0	2008	2016-07-08	-53	54.8	2.9	F	F	F	118	118	148	163	141	141	191	194	133	136	121	127	241	241	244	247	288	288	170	170
Ech8	409	SI-13	34	1000	0	2008	2016-07-08	-53	54.8	2.8	F	H	H	118	122	163	163	129	141	191	194	133	133	124	133	238	238	247	247	288	288	168	168
Ech8	410	SI-13	35	1000	0	2008	2016-07-08	-53	54.8	2.7	F	F	F	112	118	163	163	141	141	191	191	133	133	133	133	238	238	247	247	294	294	168	168
Ech8	411	SI-13	36	1000	0	2008	2016-07-08	-53	54.8	2.7	F	F	F	118	118	163	163	138	141	191	191	133	136	127	133	238	241	247	247	288	294	168	168
Ech8	412	SI-13	37	1000	0	2008	2016-07-08	-53	54.8	2.7	F	H	H	118	118	163	163	138	141	191	191	133	133	124	133	238	238	247	247	285	285	168	168
Ech8	413	SI-13	38	1000	0	2008	2016-07-08	-53	54.8	2.7	F	F	F	120	122	163	163	141	141	191	191	133	133	133	133	238	238	247	247	282	291	168	170
Ech8	414	SI-13	39	1000	0	2008	2016-07-08	-53	54.8	2.7	F	F	F	118	128	163	163	141	141	188	191	133	133	124	130	238	238	247	247	288	288	168	170
Ech8	415	SI-13	40	1000	0	2008	2016-07-08	-53	54.8	2.6	F	F	F	116	122	163	163	141	144	191	191	133	133	133	133	238	238	247	250	291	291	168	168
Ech8	416	SI-13	41	1000	0	2008	2016-07-08	-53	54.8	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	279	291	168	168
Ech8	417	SI-13	42	1000	0	2008	2016-07-08	-53	54.8	2.4	F	F	F	112	116	163	163	138	144	191	191	133	133	124	127	238	238	247	247	288	288	170	170
Ech8	418	SI-13	43	1000	0	2008	2016-07-08	-53	54.8	3.6	G	H	H	118	118	163	163	135	141	191	191	133	133	127	133	238	238	247	247	276	288	170	170
Ech8	419	SI-13	44	1000	0	2008	2016-07-08	-53	54.8	2.7	F	F	F	118	120	163	163	141	141	191	191	133	133	124	133	238	238	247	247	294	294	170	170
Ech8	420	SI-13	45	1000	0	2008	2016-07-08	-53	54.8	2.3	F	F	F	112	120	163	163	141	141	191	191	133	133	124	124	238	238	247	253	282	288	168	170
Ech8	421	SI-13	46	1000	0	2008	2016-07-08	-53	54.8	2.9	F	F	F	112	120	163	163	141	141	191	191	133	136	127	133	238	241	247	247	291	291	168	170
Ech8	422	SI-13	47	1000	0	2008	2016-07-08	-53	54.8	2.9	F	H	H	118	118	163	163	135	144	191	194	136	136	133	133	238	241	247	247	285	285	168	170
Ech8	423	SI-13	48	1000	0	2008	2016-07-08	-53	54.8	3	F	F	F	118	118	163	163	138	138	188	188	133	136	124	133	238	241	247	247	291	291	168	170
Ech9	424	ST-308	1	492	0	2009	2020-10-09	-108.8	74.1	2.7	G	G	G	114	118	163	163	117	129	191	191	127	133	133	133	238	238	247	247	285	291	168	168
Ech9	425	ST-308	2	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	118	163	163	129	129	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech9	426	ST-308	3	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	285	285	168	170
Ech9	427	ST-308	4	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech9	428	ST-308	5	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	118	118	163	163	129	135	191	191	133	133	133	133	238	241	247	247	285	300	168	170
Ech9	429	ST-308	6	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	288	297	168	170
Ech9	430	ST-308	7	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech9	431	ST-308	8	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech9	432	ST-308	9	492	0	2009	2020-10-09	-108.8	74.1	3.5	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech9	433	ST-308	10	492	0	2009	2020-10-09	-108.8	74.1	3.1	G	G	G	110	114	163	163	129	135	191	191	133	133	133	133	238	238	244	247	285	288	168	170
Ech9	434	ST-308	11	492	0	2009	2020-10-09	-108.8	74.1	3.1	G	G	G	114	118	163	163	129	135	191	197	133	133	133	133	238	238	247	247	288	291	168	168
Ech9	435	ST-308	12	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	110	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	288	168	170
Ech9	436	ST-308	13	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	118	118	163	163	135	135	191	191	133	133	118	133	238	238	247	247	288	294	168	170
Ech9	437	ST-308	14	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	170	170
Ech9	438	ST-308	15	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	110	118	163	163	129	135	191	191	133	133	133	133	238	241	247	247	285	285	168	170
Ech9	439	ST-308	16	492	0	2009	2020-10-09	-108.8	74.1	3.7	G	G	G	114	114	163	163	129	135	191	191	133	133	133	133	238	238	247	247	288	288	168	170
Ech9	440	ST-308	17	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	285	168	170
Ech9	441	ST-308	18	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	285	168	170
Ech9	442	ST-308	19	492	0	2009	2020-10-09	-108.8	74.1	3.6	G	G	G	114	118	163	163	135	135	191	197	133	133	133	133	238	238	244	247	285	288	168	170
Ech9	443	ST-308	20	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	297	168	168
Ech9	444	ST-308	21	492	0	2009	2020-10-09	-108.8	74.1	3.5	G	G	G	118	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	276	285	168	168
Ech9	445	ST-308	22	492	0	2009	2020-10-09	-108.8	74.1	3.1	G	G	G	110	114	163	163	135	135	191	191	133	133	133	136	238	238	247	247	285	285	168	168
Ech9	446	ST-308	23	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	288	168	168
Ech9	447	ST-308	24	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	168
Ech9	448	ST-308	25	492	0	2009	2020-10-09	-108.8	74.1	3.6	G	G	G	114	118	163	163	129	135	191	191	133	133	133	133	238	238	244	247	276	294	168	170
Ech9	449	ST-308	26	492	0	2009	2020-10-09	-108.8	74.1	3.1	G	G	G	114	118	163	163	135	135	191	197	133	133	133	133	238	238	244	247	285	288	168	170
Ech9	450	ST-308	27	492	0	2009	2020-10-09	-108.8	74.1	3	G	G	G	114	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	276	288	168	168
Ech9	451	ST-308	28	492	0	2009	2020-10-09	-108.8	74.1	3.5	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech9	452	ST-308	29	492	0	2009	2020-10-09	-108.8	74.1	2.8	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech9	453	ST-308	30	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech9	454	ST-308	31	492	0	2009	2020-10-09	-108.8	74.1	3.1	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	241	247	247	285	288	168	168
Ech9	455	ST-308	32	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech9	456	ST-308	33	492	0	2009	2020-10-09	-108.8	74.1	3.6	G	G	G	114	118	163	163	135	135	191	197	133	133	133	133	238	238	247	247	288	288	168	168
Ech9	457	ST-308	34	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	110	114	163	163	135	135	191	197	133	133	130	130	238	238	247	247	285	288	168	170
Ech9	458	ST-308	35	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	291	168	170
Ech9	459	ST-308	36	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	291	168	170
Ech9	460	ST-308	37	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	114	114	163	163	129	135	182	191	127	133	133	133	238	238	247	247	288	288	168	170
Ech9	461	ST-308	38	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	244	247	285	291	168	170
Ech9	462	ST-308	39	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	238	238	247	247	285	288	168	170
Ech9	463	ST-308	40	492	0	2009	2020-10-09	-108.8	74.1	3.7	G	G	G	114	118	163	163	129	135	191	191	127	133	133	133	238	238	244	247	285	297	168	170
Ech9	464	ST-308	41	492	0	2009	2020-10-09	-108.8	74.1	3.6	G	G	G	114	118	163	163	135	135	191	191	133	133	124	133	238	238	247	247	285	285	170	170
Ech9	465	ST-308	42	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	114	118	163	163	129	135	191	197	127	133	133	133	238	238	247	247	285	297	168	168
Ech9	466	ST-308	43	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	114	118	163	163	135	135	191	197	133	133	133	133	235	238	244	247	285	288	168	168
Ech9	467	ST-308	44	492	0	2009	2020-10-09	-108.8	74.1	3.3	G	G	G	114	118	163	163	135	135	191	191	133	133	133	133	0	0	247	247	288	291	168	168
Ech9	468	ST-308	45	492	0	2009	2020-10-09	-108.8	74.1	3.5	G	G	G	114	118	163	163	135	135	191	197	133	133	133	133	238	238	244	247	288	300	168	170
Ech9	469	ST-308	46	492	0	2009	2020-10-09	-108.8	74.1	3.2	G	G	G	110	118	163	163	135	135	191	191	133	133	133	142	238	238	247	247	0	0	170	170
Ech9	470	ST-308	47	492	0	2009	2020-10-09	-108.8	74.1	3.4	G	G	G	110	114	163	163	135	135	191	191	133	133	133	133	238	238	247	247	288	297	168	168
